,Reviews,trial_1,trial_2,trial_3,trial_4,trial_5
174,"Ever since Riviera closed their doors, we have been looking for that classic, big booths, great food, great service dinner club. Dal Rae came highly recommended. Unfortunately a complete bust. Good - pours on drinks - great prices on bottles of wine. Food outstanding!!! Now the downer - Had rather high end wine ($200) and had to pour every refill myself after initial pour. And we were trying to milk the bottle, because our food took 40 minutes to come up. When it did, wife's ""Famous Dal Rae Pepper Steak came out medium well, rather than medium rare - so I go to eat my fish alone, to have a warm dinner til her new steak came. Very disappointing.",0,0,0,0,0
175,"Food was mediocre, one waitress leaned on the edge of our booth while gossiping with others. Another was walking around making rude noises and thought it was funny. If you want to impress a date by spending a lot then this is the place. But if you're more concerned with service and quality then look elsewhere.",0,0,0,0,0
177,"In Dal Rae's defense they are a steak house and I ordered Duck so most likely not a good choice to pick off the menu.
Duck was very dry and over-cooked. I did expect them to take it off the final bill but they offered up a free desert instead. I would consider giving them a second chance due to the positive history the restaurant has",0,0,0,0,0
179,"Service was very slow And the food was not worth the price. Lobster therm adore needed salt. We were there for over 2 hours, it was very disappointing.",0,0,0,0,0
181,"Nothing wrong, but nothing really right. It is closer to my home than Arroyo Chop House and had hoped for a similar experience of a Caeser Salad made at the table, then a couple of apps before a chocolate souffle. Put in that basic order, the sald was made off to the side, never any interaction with the person preparing it. What's the point of saying it is prepared at the table, when it isn't really, but it might as well be prepared in the back and brought out. The feed was adequate, but nothing to have me come back for and the presentation of both salad and dessert was really lacking after seeing it done so much better. I was hoping for it to be better and save my wife and I the drive to Pasadena, but Arroyo Chop House is worth the drive.",1,1,1,1,1
182,"I am rating fair because that is the compromise between my excellent meal and my wife's poor experience.....went for Dine LA week, I had the filet and wife had the sand dabs....my food was delicious but hers was dry and seemed to be lacking....ultimately found out that the fish was supposed to have a butter sauce that didn't make it to the table....when we inquired about a sauce, the server brought one out and said 'try this', as if it was specially made because of our complaint....based on the normal prices at this restaurant, I would have a hard time coming back if this is the level of attention to detail....",0,0,0,0,0
183,"I took my friend here for her birthday lunch during Dine LA week. We were very excited to and thought it would be a neighborhood gem. It was lunch hours so it was semi crowded. Nonetheless, that does not justify for the slow service we received. The tables next to us had the waitress come by checking on them frequently, while no one checked on us for a good amount of time, or to even take our orders! We ordered some wine to celebrate and it was a good thing we did because the food took forever to come out. My friend almost finished her wine by the time the first course came out and the main course took a good 30 minutes too!The manager came around during our meal to greet the tables and he totally skipped ours! RUDE!",0,0,0,0,0
184,"waited 45 mins for a table with a 9pm reso. manger said sorry and said were just busy, i understand but no real sense of urgency or care we were waiting.seemed to just have the oh well it is what it is. i would never go back. last time there wasnt so good either.",1,1,1,1,1
185,This is the second time I have made a reservation at this restaurant and had to wait over 1 1/2 hours for a table. Don't bother making a reservation since they don't seem to honor them anyways.,0,0,0,0,0
186,"Food was good; however, poor service detracted from the enjoyment of my husband's 65th birthday celebration. I have been there before for other birthday celebrations; however, this time was unfortunately the worst experience. From the beginning, our waitress was not very attentive, not offering menu information and only responding to our questions--really felt she didn't want to be there. We were never asked if 'everything was OK' or 'whether we needed anything'---always had to catch someone & ask, except for a man who briefly stopped by the table. This was a Wedk not a weekend. I have no problem with the cost of a great birthday celebration with friends and family; however, this evening was defnitely a disappointment!!!",0,0,0,0,0
187,"Friends recommeded it, read the wine list and it looked VERY promising. Business casual, superb wines listed and amazing food listed on the menu, all seemed a good combination for a date/birthday night with the wife, NOT. Waitress had no idea about the wines listed, wine list hadn't been updated in Years online. Food was great but the ambiance was horrible. They expect you to dress like you're at the Tam O'Shanter but give you an experience like you were at Chris & Pitts BBQ. Music in the room sounded like 92.3 The Beat, I kept waiting for the traffic report, in a darkened room. They even tried sitting to couples together at a booth meant for eight but the two couples didn't even know each other. FAIL! Typical Pico Rivera spot, no class.",0,0,0,0,0
188,"Not to impressed with our first visit. Had reservations at 8:30 and we still had to wait for over 30mins.After being seated, our waitress never did ask if we wanted any more drinks.
Food was OK... would have gotten better service at Chris and Pitts and for have the price. Menu list did not have the items I had seen on their web site so was kinda disappointed that I was unable to order what I wanted. Will I go back?? Not any time soon!",0,0,0,0,0
189,"Big mistake going to this high priced restaurant to celebrate a wedding anniversary with my wife hoping for a great dinner in a romantic setting. The place was jam-packed and extremely noisy for early weekday night. Tables and booths are too close together making it impossible to walk through with waiters and customers. Even though we had a booth, it was like sitting in front of the door to the kitchen with all the service traffic going in and out. Waitress was always in a big rush when visiting our table. Prices very high for everything. Extremely loud and noisy customers. Check for two was nearly $200. My filet mignon was stringy and not the quality of a top steakhouse. Lobster tail was good but priced at a ridiculous $65. Will not return",0,0,0,0,0
190,"very disappointed! even with a reservation made 1month in advance we had a 1hr wait! the gal (Julie) did not know what she was doing! guests that arrived before us were seated after us and people arriving after we ""checked in"" we're seated right away! on top of all that Julie was giving everybody an attitude! UNBELIEVABLE! she offered us an appetizer and said that should make up for the ""confusion"" but guess what?.....it didn't! how about you DO YOUR JOB!!!! for the same price as Ruth's Chris or Morton's I will not be coming there again! very unfortunate! I am a local and try to support our local business but not the Dal Rae.",0,0,0,0,0
191,Not Impressed with the pepper steak. The mashed potatoes were bland. It was highly priced for mediocre food.,1,1,1,1,1
192,"I made a reservation for 8pm on a Friday night. We arrived on time and was advised by the host that there would be a short wait. We said it was no problem and that we would be at the bar having a drink. The host gave us an electronic beeper which would beep and vibrate when our table was ready. There were no seats so we had to stand in the vacinity of the bar area near the entrance to the restaurant. From where we were standing I could see that people who arrived after us were being seated before us. At 8.40 pm I asked the host about our table, she asked for my name again and said we would be next.... it was clear that she had forgotten all about us.
The waitress was good. The food was okay... nothing to rave about.",0,0,0,0,0
193,"I grew up in Pico Rivera, we used to go here on special occasions. I was looking for a good steakhouse other than Mastros that my family haven't been to. We had to wait 20 minutes past our reservation in an awkward area. The food was very disappointing. Neither by son or husband could eat the steak. The famous seabass was so over powered by onion, I didn't know it was fish. The dessert and the service were very good.",0,0,0,0,0
194,We had to wait about 45 minutes past our reservation time to be seated and it was not just us it was everyone coming in. If they are going to accept reservations they need to seat much closer to the time of the reservation. The other issue I had with Dal Rae is they serve bananas flambe which is to be prepared tableside but due to the tight space in the restaurant they were not able to wheel the cart over to make this dessert. If you are going to offer items prepared tableside then maybe you should have the space for it. I was very disappointed and not only will not be back but will be telling others about this bad experience.,0,0,0,0,0
195,"We were seated a half hour past time after inquiring what was going on. It was very crowded. After we were seated, two of our party waited for drinks. One of them arrived and there had to be a reminder for the 2nd person. The garlic bread ordered was finally served with the meal. Pepper steak arrived without the sauce and had to be sent back. They need to employ more people during this busy time. I was disappointed because having gone there for years had always had wonderful service.",0,0,0,0,0
196,lotsa peeps over 70+ dine here.   if u like being surrounded by the aarp crowd then this is the place for you.   food is just ok.,1,1,1,1,1
197,"Notable and desirable features of the menu, include farm-raised abalone (overshadowed by heavy sauce), duck (uncrisp skin), and free range chicken; sadly the kitchen skill is keeping up with some of the fine ingredients sourced. Even in the vintage '50's food could be manipulated to have sauce, flavor and texture. Dal Rae's style relies on too heavy a hand for sauces and dresses that are supposed to make the food better, richer, more like yester-year. It may work for many, but it's a shame. I'd like to go back, but I feel I've done the Dal Rae and there's no need for a repeat. I just wish they would lighten up, let the flavors through and enjoy fine food and a fine atmosphere.",0,0,0,0,0
199,"Food was good. Service was bad. Our server asked if I wanted something to drink. I ordered a glass of wine and she walked away without taking my bf's drink order. She came back with my drink & asked what we wanted to order. We both ordered 2 NY strip steaks. I asked for mine's medium & again she didn't ask my bf how he wanted his cooked or what side order, she just assumed he wanted to order the same as me, which was not the case. The food took about 30 mins to come out & after she dropped off our food she only checked on us once. She didn't bother to refill the drinks until the end of the meal & we didn't see her again after that. Someone else came by & dropped off the check. 15 mins later that same person picked it up. We left unimpressed",0,0,0,0,0
200,"Upon entering the restaurant, there was no host/hostess. 1 minute later someone walks by in front of me without saying hello, but walks to the check-in stand to pick up the phone first, which I thought was EXTREMELY rude. A simple ""excuse me"" before picking up the phone would have been appropriate, but I did not get that. When we were finally seated, there was only 1 menu on the table for a party of 3. I asked 3 different people walking by for more menus and for the wine list and it took them 15 minutes to bring it. The food was mediocre, and the entire experience at the beginning just seemed to ruin the mood for anything else.",0,0,0,0,0
201,THEY LET ME DOWN IN A BIG WAY BIRTHDAY LUNCH FOR TWO PEOPLE AND THEY DID NOTHING.,1,1,1,1,1
202,"Still baffled how a restaurant accepts reservations but makes you wait 1/2 hour to seat you? The hostess wasn't pleasant from the moment we walked in. We waited patiently for a table in the bar enjoying the music & a drink. After waiting 15 mins, I approached the sour hostess to inquire of our table. ""There's a party that checked in before so it'll be a little longer"" she tells me. When asked why a party that came in after us & also had 7:30 reservations was seated before us, she had the gall to say table was for party of 4. We were a party of 3...what's the difference? Needless to say we ate at the bar (fyi...the pager rang 20 mins later). While staff encountered at bar were great & food was decent, won't be dining here again.",0,0,0,0,0
203,"I was disappointed with food quality. I expected more. My hearts of romaine salad was drenched in really strong vineigrette dressing. It was very unpleasant. The shrimp scampi was too salty. Although the fish of the day (Chilean Sea Bass) was excellent, I was disappointed (overall) with the Dal Rae.",0,0,0,0,0
204,I got there at 7:30 and did not get my food til 9:15. The greeters were very rude and kept us waiting a long time for our table. It was really expensive and not worth every penny. I will never go there again.,1,1,1,1,1
205,"I was disaapointed in the room we were seated-which was the banquet room-way too many tables.
Some of our food was undercooked-prime rib and my fillet was rather tough. Service was OK, mostly due to the crowds though.
I have had much better experiences in this restaurant in the past.
Probably will not go back on busy dates and/or holidays-some loss of quality control when trying to feed/please that may people.
We were seated right away though as we had a 6 PM reservation.",0,0,0,0,0
206,"I have been to the Del Rae several times and usually enjoy the ambiance and steaks, however, during special events (in this case Valentines day) It was one of the worst dining experiences I have ever had, and I ended up walking out before I had a chance to order. They had a set menu without what I usually order or want to order, and they opened up a banquet room, the tables and chairs used were so uncomfortable and small, the menues and drinks took up the whole table, and I was in the middle of a crowded room, it was very uncomfortable and not the way I expected to spend Valentines day with my date, so we ended up at Mortons. It's unfortunate because I usually really enjoy the Del Rae.",1,1,1,1,1
208,It is fairly cramped & crowded during lunch.,1,1,1,1,1
209,"I really liked the fact that I could make reservations on line.
The dining experience was okay.  I heard so many wonderful comments about Dal Rae that I was let down by the food. The taste of the tomato basil soup was bland.  The filet mignon was flavorless and took more time to cut then I expected. I was hoping for it to melt in my mouth.  The mashers were extra buttery which I enjoyed.  The food took a long time.  Our server was nice but seemed aloof.  When we asked about the pre-fix menu she didn't bother checking to see if they offered it she said that it was over on Easter but on the bill we received it said the exact dates.  I'm thinking she had an ""off"" night.  Overall, I thought it was alright but perhaps I'll give it another try.",0,0,0,0,0
210,Not enough meat on the medallions dish and birthday dessert was so so.  Not everyone likes chocolate chip cookies.  Cheesecake is the best.,1,1,1,1,1
211,"I remember when the Dal Rae was a quiet and intimate Steakhouse.

Now it's just as noisy as a contemporary Steakhouse, whilst retaining food quality that has kept this place relevant.

Fried zucchini for a starter, while slow to come out was _very_ tasty and a delight to eat.

Table-side Caesar salad was tasty, but me missus could eat much of hers...way too much Parmesan cheese. 

Steaks were coked perfectly and the grilled asparagus was also perfect. I don't know how the Dal Rae still calls the 'Famous'  pepper steak a pepper steak. What I got was a green, semi-leafy, pesto-like spread which, after one bite I pushed to the side of my plate.

PRO: Excellent service, wonderful food prepared and plated with care.
CON: Just another noisy (albeit tasty) Steakhouse.",0,0,0,0,0
212,"Placed as a party of two next to an extremely loud party of 10 who were drunk, loud and started a fight. In all of the years, Iâve been a patron at this restaurant, never experienced that. The waitress kept disappearing.
Food was brought out and it was not cooked per our request. Has to ask the hostess to help because our waitress kept disappearing.
When it finally came back the sides were cold, and the entrÃ©e was lacking in flavor.
Disappointing for such an expensive restaurant. Iâve been coming here for 20 years. Probably wonât go back for a while. ï¿¼
I couldâve gone to any number of other steak houses and not received search poor service or food. ï¿¼",0,0,0,0,0
215,"Valentines dinner.
Sat in the bar, which was wonderful, the musician was a bit loud. Especially for a holiday such as Valentineâs Day. The food was wonderful as expected. Iâve written two comments or submissions to Dal Rae, and have not received any response. We were overcharged on our bill , and itâs not the end of the world but Iâm kind of surprised for an establishment like Dal Rae not to respond.
Dal Rae is a wonderful restaurant but maybe less than I thought.",0,0,0,0,0
216,Birthday celebration.  Food was good but today we had to wait over an hour for the appetizers to come out.,0,0,0,0,0
218,"I realize it was a Saturday night and that the restaurant was very very booked and there were also a couple big private parties but the service was not what Iâm used to at this particular restaurant and the food was great up until the main entrÃ©e in which someone at the table ordered prime rib medium rare And it came out so bloody that we had to send it back and when it came back out to the table after having a couple bites and there is a huge hair in her mouthâ¦ We had asked for Brandon as their server, heâs amazing but we were given a lady who is very polite and nice  although she forgot a few saucesâ¦ etcâ¦ we were seated at the far north west corner of the restaurant near the exit to I guess a banquet room or something and the staff kept having to squeeze by to get all the big trays into the banquet room and they were actually pushing on my chair and a couple times pushed on my shoulder and asked me to lean forwardâ¦. we kind of made it a game to see how many times I would get bumped, Stop counting after 25â¦ I will go back because the service is usually amazing and the food is usually on point and I live very happy! I shouldâve known better than a Saturday night! Everybody there is very friendly and they do work hard!",0,0,0,0,0
219,"Weâve been coming here for years and have been pleased except at our latest family holiday dinner. Made reservations on line and informed them of a family member needing handicap accessible with Walker or wheelchair.  Asked for Main Dining Room.
Upon check in I was told Main Dining Room was not accessible for Walkers or Wheelchair and was shown a table in side room with waiters computer, storage and light switches. Holiday lights didnât extend to that corner (we called it the utility room).  I complained and the âHostessâ told me rather condescendingly that âjust concentrate on enjoying family.â  I let it go so as to not to upset my handicapped sister.
Unpleasant experience especially since we spent premium for our meal.",0,0,0,0,0
220,"My husband and I came here for our anniversary and sadly we were a bit disappointed. The server didnât check on us very often and when he did he seemed like he was in a hurry, he was nice but seemed stressed almost. Once our meals were ready I had to ask for steak knives because they didnât bring us any on their own, the bread was cold, the butter was hard, I had to ask for a second round of drinks before our server ran off, we had already been sitting waiting for a while with empty glasses. Our server did bring us a complimentary piece of cake for our anniversary which was nice. (I think it was complimentary?)We were really looking forward to this dinner and a night out but our experience was not that great. It seemed like the larger groups around us received more attention than we did. The food was ok but not what I remembered when I was here a few years ago.",0,0,0,0,0
221,"They were not able to provide the same level of service during the holiday season,  as we had known them for.",1,1,1,1,1
223,"The service was really, really slow. The waitress and staff was really nice, but the service was so-so. The part I did not like was the gratuity was included. They gave themselves a big fat tip, that wasnât really deserved.",0,0,0,0,0
226,"Too bright and too loud. Upscale cafeteria environment.

Booths too low and difficult get out of. 

Steak lacked seasoning.

Sashimi toast excellent. 

Food sever excellent.

Definitely not an intimate setting.",0,0,0,0,0
228,Very crowded and noisy.service was not as good as we have always had. Disappointed.,1,1,1,1,1
229,I did not receive the same attentive service I had on Sunday. I believe the restaurant needs another waiter or waitress during the lunch hours.,0,0,0,0,0
230,I have always enjoyed Dal Rae. Steven our server was on point. If you look at any previous reservations Iâve had in the last year you can see that we have dined at some pretty nice places. I like Dal Rae because itâs close to our office and home. However I did notice that the place is looking a little run down. I wanted to pull out my DIY skills and give that dated bathroom a paint job. Really how much does it cost to replace falling wall paper!  The ceilings look dirty and there was mold on the walls where we were sitting. Far corner as you walk in. I have a party of 6 In our office and it wasnât the best experience for my co-workers.  They do notice these things. However the food and service was delicious but as far as appearance a much needed makeover is needed.,0,0,0,0,0
231,"Service was good but it took them about an hour to give us our table. We had reservations for 2 at 9. Other than that food was good service was good experience was ok. The place Was a Nice old school restaurant, it looks really old and not maintained well from the outside but inside itâs well kept old retro feel like If your in the early 90s.",1,1,1,1,1
232,"Dinner and service were outstanding. 

I made reservation online and called to confirm I had a guest in wheelchair was attending.  One down fall was not well planned access in and out of the restaurant was troublesome.  No staff came to assist us in moving chairs so the wheelchair could pass.",0,0,0,0,0
233,The creaked corn had cheese on it.,1,1,1,1,1
234,"I was very disappointed in their caesar salad, it was not as good as it once was.  It tasted very generic, like you could get at any coffee shop.   The others at our table were also disappointed in their food.  My husband ordered the sole and it was good.",0,0,0,0,0
235,One of the finest LA steakhouses!,1,1,1,1,1
236,Great food as usual but they forgot it was our anniversary.  Again! Kinda disappointed. They use to be better about it. Why ask if you are celebrating a special occasion if itâs not acknowledged.,0,0,0,0,0
237,It's been years since I've been here and not like I remembered it. I ambiance was good but the service was very disappointing. Forgot our drinks then brought the wrong one. Was snippy when we sent it back. Never came back once we got our meal to see if we needed anything. Crab in our appetizer was didn't tasting and oysters had been sitting out to long. Our main meal was great.,0,0,0,0,0
238,"Dal Rae is okay but not great as I expected it it to be. I spent over $200 for a dinner of three and felt the food was just okay. Also, I could only order fries for my little 2 year old because they had no kids friendly menu or kid entrees.

As for the service, the time we waited for our food was also okay. Not too long and just fine. This said, our server Miguel was very well mannered and polite. Love how he presented the food and took care of making it a special experience as best he could. He was excellent.

Something about this place and their food reminds me of when you go to a wedding event and the quality level of their entrÃ©es. So expect it to be similar but not different or special. Just good.

As for the ambience, it was really dated and certainly needs updating with at least some livelier new paint colors. A bit somber, especially the carpet and ceiling panels which need to be replaced.  

A pet peeve of mine was how the dress code was not enforced as business casual and saw many many people in their very casual clothes and some even in house shorts. Reminds me of when people go to form a line at a buffet in Las Vegas. Definitely not the upscale restaurant I was told it was and think I can get better for my money, elsewhere. Plus, they had no live music as I read a review or website somewhere mentioned. 

I took my wife and kids for motherâs day for the first time at Dal Rae and will not come again unless the owners show pride of ownership and bring up their brand with a fresh interior that we can say wow, this place is great! I think the owners have given up on making their restaurant modern for new foodies compared to say the look of a Cheesecake Factory or any newer restaurant. My assumption is they have an older loyal base of patrons who donât know the difference. If you are looking for a lunch meeting, this crowd might show this feeling I have from my past visit 4 years ago. Too pricey for what you get here if you ask me. I rather try a new restauran",0,0,0,0,0
240,All was good! Lydia was a delight and very hospitable. Once the main course arrived filet steak and rib-eye it all went down. The streaks were cold and seems like they had been sitting for awhile. Wished we got a better food experience since it was our first time.,0,0,0,0,0
241,"Been coming here for 45 years but don't live close now.  Probably 5 years since our last visit.  Covid protocols have diminished the experience.  No at the table preparations, divided booths.  Came on a Sat night 5:30.  Place was packed and very loud.  Seemed cramped with the current seating.  Shrimp cocktail xlt, as was the filet pepper steak. Caesar salad a huge disappointment compared to what they did in the past.  They work hard at trying to provide an elevated dining experience, but the noise level and cramped feeling left us not wanting to return.  Remember, this a VERY expensive venue.  What always made it special in the past was the feeling of fine cuisine in a relaxed atmosphere featuring ""made at your table"" old school preparations.",0,0,0,0,0
242,"We were seated in a booth.  Right in the middle, next to us, was a loud, large party of approx 10.   Nobody could squeeze by their table,  we were so close we couldnât enjoy our meal.  Then another couple came over to say hi to them & stayed 20 min right next to us & kept brushing up against my husband as they stood next to our table.  
As a man said walking by because it was so tight & crowded- I hope thereâs not an earthquake!  

The food was as good as always.",1,1,1,1,1
243,Too crowded to where you canât enjoy the ambiance of the restaurant. Seems they value making a buck over the comfort of their customers. Food was not fresh and service is not what it used to be.,1,1,1,1,1
244,Service was great but foods was totally deferent from last time. I cannot recommend your place to my friends for while.,1,1,1,1,1
245,food was so rich we both had headaches and stomachaches after,1,1,1,1,1
247,"Now how I used to remember Dal Rae. Main dish was good. Bread was not warm, butter straight out of fridge, canât spread. Ambiance Lighting in main dining room was nice, but them someone dimmed it twice and left it way too dark.  No more dressing up,   people coming in with t-shirts and jeans. It was always a place to dress up for. Thank you.",1,1,1,1,1
248,Dinner wasnât hot. Service person was very nice but stretched.,1,1,1,1,1
249,We got seated late. Very slow service. Prime rib served was very rare when asked for medium. Waitress forgot to serve our appetizer,0,0,0,0,0
250,Too small and too expensive,1,1,1,1,1
253,We celebrated our anniversary and were looking forward to being pampered as usual at the Dal Rae. Unfortunately that didnât happen. Gabriella was the server and she was not interested in serving. Her attentiveness was comparable to what you experience at Chiliâs. It was so far below what we have come to expect at the Dal Rae over the years weâve been patronizing it. I asked the assistant manager about the drop in level of service. He said it was due to Covid. I told him the baked potatoes used to be prepared by the server. He mumbled about Covid. I pointed out that the other tables around us received that. Our table didnât. But our table had Gabriella as the server. He said he would talk to her. I asked him to do that after we left. I couldnât take a chance on her service deteriorating further. The filet pepper steaks were so-so. My wifeâs was done to perfection and was definitely a prime cut. It was a melt in your mouth cut. Mine was chewy and way overdone. I asked Gabriella twice for a small dish of Bernaise sauce to make it palatable. She finally brought it after a lengthy wait. She acted annoyed by us. She dropped by just a few times during our meal. I waited patiently since my steak was not edible as presented from the kitchen. This was not an experience to remember. This was the first bad experience weâve had at the Dal Rae so we will give it another try. Splendid and memorable service has been the normal in the past. I hope it will return to being customary.,0,0,0,0,0
254,"Of course it is almost holiday season, so it was busy, crowded.  But they don't have enough waitstaff.  It was at least 20 minutes before anyone came to our table.
We ordered garlic cheese bread to have as an appetizer, it didn't come until the entrees came, a long, long wait after we ordered.  Don't get me wrong, the server was nice.  But she must have had too many tables and we barely saw her all evening.
Food is always good.  But it shouldn't take 3 hours to have dinner!!!!",0,0,0,0,0
255,"Went to do DINE LA, but food was kinda bland. Service was good.
Wish the food tasted better.",1,1,1,1,1
256,"I have eaten at Dine la  at Dal Rae for the past 10 years and are very happy with their dinner selection.


I was disappointed with their lunch DineLA.  Salmon was not grilled enough and the
appetizer portion was very small.

Including tips, paid $65, thought it was overpriced",0,0,0,0,0
257,"From the look of the crowd, maybe âspecial occasionâ is the right category but the food only ranked everyday dining. Service however was impeccable.",1,1,1,1,1
258,"Our party of four took advantage of the dineLA promotion which offered a 3 course meal for a set price.  One of our party felt the Sea bass she ordered was cold and had it reheated, unfortunately, she later felt it was too oilyð¤·ð»ââï¸.  As for the rest of us, we ordered the filet mignon and we were pleasantly surprised on the large size and tenderness.  The promotion also came with choice of several appetizers and a dessert.",0,0,0,0,0
259,"Service was mediocre as it was very crowded. Decent size portions, but not the best cuts of meat. My lambcops were fatty.",0,0,0,0,0
260,Ahi Sashimi On Toast with the Blue Cheese Olive Martini is the best pairing,1,1,1,1,1
261,"2 birthdays.  The waitress was excellent.  The table for 4 however it was meant for 2 they could not accommodate us to another table.  I had made reservations two weeks prior on open table.  The bar service was mediocre, not refined.  The food was excellent as always. We ordered at least 2-3 cocktails each.  We ordered salads and they were fresh.  We ordered Salmon, ribeye, prim rib and sea bass all of which were excellent.  I will not return during dinner hours.  The restaurant was too packed especially during Covid picking up again.  The tables were much too close to one another.  It was difficult to get out of our booth because someoneâs chair was almost right up against our table.  Did I say our waitress was superb!",0,0,0,0,0
262,"My wife and I went out on a Tuesday night for our wedding anniversary dinner. The waitress must have been really busy but she made no effort to know who we were, why we were there, and worst of all seemed annoyed at everything we said even though we didnât take any extra time ordering and making a concerted effort to be nice and cordial given her visible annoyance on her face. The first time we were able to tell someone that it was our anniversary was when the floor manager asked us right before getting our dinner. The steaks were fantastic as usual. Finally right after we finished our dinner the waitress finally came up to us and asked why were there and her whole demeanor changedâ¦ it made me feel like she was trying to preserve a decent tip despite her service being under parâ¦ this place is usually our go-to spot for special occasions for me and my wife, this is our first time with an experience like this so hopefully this isnât a trend.",0,0,0,0,0
264,Kitchen must have been slammed. Very long wait for entrees.,1,1,1,1,1
265,"You can tell the servers are all new....the prime rib was at least a day old, not fresh. The server whisked my plate away (with food on it) to dispose of and didnât even ask if I wanted to take the leftovers. Best part of the meal was honestly dessert and the bread",0,0,0,0,0
266,"Iâm a regular, only one server actually knows how to make the Cesar salad for two, every other sever makes it too lemony or vinegary, I canât pin point what it is. The older white gentlemen makes the salad worth having, everyone elseâs is disappointing. Not enough salt on the Tomahawk ribeye last night. Not enough garlic in the garlic mashed potatoes either. Filet mignon was good. Cheese bread and the Don Julio neat were perfect, but thatâs not hard. I donât mind paying $350 for a meal but it has to knock it out every time. Consistency is so important, if I have to think twice about going back thatâs not good. I average once every 6 months now when I used to go once a month. Do the math.",0,0,0,0,0
267,"First of all, the restaurant was packed. They were pretty much operating at full capacity. Every table was filled, which I wasnât expecting, especially on a Wednesday night, let alone during covid.  Servers and wait staff were all wearing masks. Our waitress did disappear for a while towards the end, as we asked for boxes and had to ask another member of the staff to get them for us. The manager walked by the other tables and was checking on them, but never came by to check on us, and we were sitting adjacent to the tables he was checking on. I found that a little distracting, as it seemed he was giving others special treatment and making small talk. When we finally received our boxes, we had thought the staff was going to pack it for us, as we saw the other tableâs leftovers packed for them. However the wait staff handed us our boxes and said they usually donât pack it due to covid. I didnât know what to believe because I just saw them pack an entire partyâs food right next to us without explanation. It just didnât seem like we were be treated equally. Regardless, we tipped well and still enjoyed our meal, but it definitely could have been a better experience.",1,1,1,1,1
268,"Nice ambience, food was good, but a little pricey.  Wine selection was good.  Customer service was good.",1,1,1,1,1
269,"Prime rib, which was reason we traveled to Dal Rae, was not as generous in portion size, taste, or tenderness as I recalled from previously dining there on multiple occasions over previous 30+ years.

Adherence to COVID guidelines was excellent but was outside with little ambience.",0,0,0,0,0
271,"I have bad experienced with the Usher. I have made a reservation online at 7 pm Sunday to confirm a inside seat to dine in restaurant.  Actually, my group were preferred to book at 6pm because we were very hungry but we don't want to eat outside of the restaurant, so we were still booked at 7pm. Plus, restaurant worker have called me to confirm for dine-in reservation. But when we were arrival, the usher has just told us that our group couldn't be dine-in/inside of the restaurant. I was very upset when my group were arrival to the restaurant and usher just told me I couldn't dine in with an attitude to state that the restaurant does not guarantee on it.  Then, what is meaningful to make a reservation!!! If not guarantee to dine in, it should state clear in advance, not just said it at arrival.",0,0,0,0,0
272,Chilean sea bass is always great. Side dishes were cold and dry.   Skip the rice pilaf.,0,0,0,0,0
274,"Having been going to Dal Rae for over 20+ years Iâm sad to say that tonightâs meal did not met the years of previous service. Letâs start by saying they must ha w places us in the coldest table...I had a wear my jacket with hood up, a cashmere headband, 2 blankets (one for my legs and one for my back (which I brought myself). The waitress asked me if I was cold (a duh). There was a heater nearby but literally next to a table of 2 and about a hour into our dining experience she finally asked a fellow male employee to move it more towards the middle of both our tables which than helped take the chill from my back (I was than able to remove the blanket I had wrapped around my back & next). The service was very slow and the food took even longer. So overall our âGal-entineâs Dayâ dinner wasnât as expected especially from Dal Rae.",0,0,0,0,0
276,Anniversary,1,1,1,1,1
277,"The hosted was very rude
My party arrived early, followed instructions and waited outside as instructed by posted Covid information. Instead of checking us in she took other guests that did not follow instructions and worse when I inquired, there was no apology, there was no acknowledgement for her obvious prejudice. So rude",0,0,0,0,0
278,"It was okay, I was expecting excellence. The mash potatoes had extreme garlic. The rice pilaf wasn't cooked enough. Filet mignon was ok",0,0,0,0,0
279,"We love going to the Dal Rae, that's why we took my brother there on his birthday.  Our server, manger and cook were all so great, but the one to the older hostess, was a bit lame and snobby, which kind of killed of our celebratory evening!!  She sat us at the very back of the restaurant right as the sun was going down, which meant an hour of getting blasted with sunlight and heat!  I asked if we could be seated at one of the other tables that were empty and that wouldn't have us sweating to death, which we did!!   She said, ""no, those tables where reserved,"" which I said, ""but we had reservation too,"" but I guess that didn't matter to her and then in a very condescending tone she said, you'll be sitting under the tent,"" which she very much knew wasn't doing anything for us during the sunset!!  Very insulting!!  I hate to write out a bad review since everyone else there was so great, but I just guess it's just""'one bad apple...!""  
-SS",0,0,0,0,0
280,The night started out well and then the group that got seated by us was very loud and crude. I also donât think that we were seated 6â feet apart. It will be awhile until we come back to here.,1,1,1,1,1
281,"First time here. The food and service was very good. The restaurant itself is old and outdated. It could use a makeover. Lastly, the WiFi service is nonexistent.",0,0,0,0,0
282,Engagement party,1,1,1,1,1
